LAMMPS data file via write_data, version 7 Aug 2019, timestep = 60000000

2895 atoms
3 atom types
2808 bonds
3 bond types
2721 angles
3 angle types

0.0000000000000000e+00 5.0000000000000000e+01 xlo xhi
0.0000000000000000e+00 5.0000000000000000e+01 ylo yhi
0.0000000000000000e+00 5.0000000000000000e+01 zlo zhi

Masses

1 0.25
2 0.5
3 0.5

Bond Coeffs # harmonic

1 6000 0.15
2 2000 0.4
3 2000 0.4

Angle Coeffs # harmonic

1 100 180
2 50 180
3 50 180

Atoms # angle

457 1 1 2.0846337049544514e+00 3.0303008510471884e+01 5.7402819221423973e-01
458 2 2 2.0701760166840435e+00 3.0084499866912655e+01 2.5273626527287679e-01
15814 1 1 2.0395207275631675e+00 3.3488832825393800e+01 9.0619226819654264e-01
15815 3 3 2.1774491804108234e+00 3.3212632598446717e+01 6.3734244180130306e-01
15816 1 1 2.3348113886667887e+00 3.3050403036702384e+01 2.5367883356712589e-01
4318 1 1 2.3997578465213683e+00 3.2998322007520109e+01 1.3299718187726980e-01
12765 1 1 2.1379279120490517e+00 3.5203690764853100e+01 1.4581109259090413e-01
1011 1 1 6.8370858006464230e+00 3.6029398941568687e+01 2.8341534595339009e+00
1010 2 2 6.9926491496734293e+00 3.5711533418464633e+01 2.6836711867470684e+00
1009 1 1 7.1583810753805102e+00 3.5369709146426686e+01 2.5307603529088412e+00
14176 1 1 9.3410770328776138e+00 3.2373446405873842e+01 1.0223868634708785e+01
14177 3 3 9.5354406027608505e+00 3.2444052016229520e+01 9.8349432578542615e+00
14178 1 1 9.7299531194363205e+00 3.2497104583913405e+01 9.4689321270982099e+00
10098 1 1 2.2629300083802695e-01 1.4156088059432138e+01 1.9302600459983900e+01
18313 1 1 6.8402995627376653e+00 3.3533941248629247e+01 2.1337145467051286e+01
18315 1 1 7.2077492406454020e+00 3.2777132020410605e+01 2.1460698501821827e+01
18314 2 2 6.9956348779663156e+00 3.3170907831345687e+01 2.1370421304238342e+01
20898 1 1 1.0810955790492425e+01 2.0908090113867384e+01 2.3071344746952409e+01
20897 3 3 1.1142159336580487e+01 2.0996888742028215e+01 2.2931288576496481e+01
18117 1 1 1.2179242329475283e+01 2.1318943398587233e+01 2.2341986161064213e+01
18116 2 2 1.1836347290129064e+01 2.1287133393722797e+01 2.2515314245128511e+01
18115 1 1 1.1510483878657187e+01 2.1223230513659335e+01 2.2711996218353367e+01
20896 1 1 1.1405868352045037e+01 2.1162821095562279e+01 2.2792632464456442e+01
4162 1 1 1.2293166343129114e+01 2.1361414900319279e+01 2.2262673132496740e+01
4163 2 2 1.2583228799142478e+01 2.1555679081417392e+01 2.2049359197157976e+01
17508 1 1 3.0355759086869867e+00 2.5312505167566904e+01 2.5702580061144033e+01
17507 3 3 3.0952514982235946e+00 2.5525375872033059e+01 2.5382846244704790e+01
17506 1 1 3.1590842167530746e+00 2.5737864854021350e+01 2.5062150718466381e+01
19645 1 1 2.1418787449202274e+01 3.8144402332392282e+01 7.8145318626981970e+00
19646 3 3 2.1413184135048621e+01 3.8020462196029214e+01 8.1728332783256992e+00
19647 1 1 2.1336029778512671e+01 3.7855373148502501e+01 8.5458961416517294e+00
4164 1 1 1.2886279527714844e+01 2.1649372261164860e+01 2.1791691889855564e+01
1072 1 1 6.7531816173817889e+00 4.2902522040056176e+01 9.2195965811596245e+00
1074 1 1 6.6470084192509837e+00 4.2960098410168548e+01 8.4111126534614957e+00
1073 2 2 6.6597817671157262e+00 4.2969241270131391e+01 8.8451618122160891e+00
6153 1 1 1.0563681808690141e+01 4.4385738052425033e+01 1.1258804822988449e+01
6152 3 3 1.0433637568434785e+01 4.4279743792586338e+01 1.1634486063627659e+01
6151 1 1 1.0341119170530735e+01 4.3990529668650979e+01 1.1947667447443861e+01
11385 1 1 1.1783304965205760e+01 5.5152356207819393e+00 3.2567672589474242e+01
11384 3 3 1.2047564412176998e+01 5.8027116213037173e+00 3.2611966876939810e+01
11383 1 1 1.2249783924114476e+01 6.1556497511731951e+00 3.2731710255666982e+01
17955 1 1 1.2293539032656332e+01 6.2678521853157134e+00 3.2786655645760298e+01
17954 2 2 1.2422102418202133e+01 6.6285400193631974e+00 3.3004912435035813e+01
17953 1 1 1.2518549059813605e+01 6.8981004667256425e+00 3.3295410266574130e+01
21322 1 1 1.7378898588806347e+01 1.7725624394815501e+01 3.1249398952920316e+01
21323 2 2 1.7684444335848163e+01 1.7530138555097349e+01 3.1112095557972566e+01
21324 1 1 1.8024953438526058e+01 1.7368026217848932e+01 3.0957870329855815e+01
18382 1 1 2.1834654321107454e+01 2.9655552113923026e+01 3.2160366817055483e+01
18974 2 2 2.1844653157241090e+01 3.0785671218449686e+01 3.1364885392440989e+01
18383 2 2 2.1826588079385942e+01 2.9997964134083954e+01 3.1905996438334231e+01
18384 1 1 2.1807140888017130e+01 3.0325892019642861e+01 3.1662490975411920e+01
18975 1 1 2.1823101431792043e+01 3.0444861614318700e+01 3.1595706841966912e+01
9031 1 1 2.4734516369907421e+01 2.2872546316873770e+01 3.2482027939355014e+01
9032 2 2 2.4589534999769189e+01 2.2850016309550423e+01 3.2808973466430352e+01
9033 1 1 2.4395292048046745e+01 2.2855021779487732e+01 3.3148863310506371e+01
14745 1 1 6.6721180780256075e+00 2.8580497961044724e+01 3.3094881731752544e+01
14744 3 3 6.7508247638253716e+00 2.8557818745575101e+01 3.3476189637503424e+01
18612 1 1 9.2655519904344743e+00 2.9070826945799205e+01 3.3751976629278118e+01
16321 1 1 1.1583873851825501e+01 2.8959113821834798e+01 3.3459540889616974e+01
16322 3 3 1.1386649543786488e+01 2.8944382516076502e+01 3.3802137928213803e+01
14312 3 3 7.2503987509009686e+00 2.9666394763942332e+01 3.3327242659151530e+01
14313 1 1 7.5784265148698537e+00 2.9698777657405081e+01 3.3051726576624631e+01
18057 1 1 7.7045170724433500e+00 3.0713234626289275e+01 3.3652505401695876e+01
14311 1 1 7.0396979795459265e+00 2.9679266391460303e+01 3.3655120390511470e+01
11887 1 1 6.9721501167022382e+00 2.9675081995925542e+01 3.3757158470079986e+01
20518 1 1 7.8320367195176530e+00 3.0742700133423394e+01 3.3545117067915399e+01
20519 2 2 8.1934582321674583e+00 3.0790177961955870e+01 3.3294828362052762e+01
20520 1 1 8.4782540240192859e+00 3.0808655225260026e+01 3.3022335787672333e+01
17923 1 1 1.0798133007415807e+01 2.9921948315539751e+01 3.3499847179558472e+01
17924 3 3 1.0507904992337295e+01 2.9805381316184061e+01 3.3770346674408430e+01
9127 1 1 1.0930498828666140e+01 2.9949869729060218e+01 3.3412312158506893e+01
9128 3 3 1.1279118104216190e+01 2.9962329701766048e+01 3.3193934203337477e+01
1379 3 3 1.2126736113691695e+01 3.0069675408081750e+01 3.2715140076914196e+01
9129 1 1 1.1625430672080999e+01 2.9983911978941059e+01 3.2899237619262486e+01
1380 1 1 1.1756765562907605e+01 2.9976110396168703e+01 3.2841371391032844e+01
19505 3 3 1.1574087707769303e+01 3.0919387260648818e+01 3.3608282406677304e+01
1378 1 1 1.2483017862423628e+01 3.0172815491443895e+01 3.2605308609383684e+01
2681 3 3 1.2970141886013863e+01 3.0335098052544591e+01 3.2384916467391427e+01
2680 1 1 1.3366890680584097e+01 3.0317729519472998e+01 3.2326485925331248e+01
2682 1 1 1.2606008359959382e+01 3.0203969090753162e+01 3.2554320793199068e+01
7434 1 1 8.9923276075251941e+00 2.7271632058775051e+01 3.4970298306903516e+01
7433 2 2 8.7256580252129279e+00 2.7067152414918421e+01 3.5152521305480953e+01
7432 1 1 8.4043449588366581e+00 2.6903539290398712e+01 3.5353129298542768e+01
12665 2 2 1.0260689195616031e+01 2.7781405255014910e+01 3.5021409985602475e+01
